query,result,inference_time,device
APICTA Awards là giải thưởng gì?,"
APICTA Awards (Giải thưởng CNTT châu Á-Thái Bình Dương) là một sự kiện hàng năm được tổ chức bởi APICTA Association of ICT Companies in the Asia-Pacific region. Các giải thưởng này nhằm công nhận và ghi nhận các ứng dụng, sản phẩm, giải pháp, công nghệ thông tin và CNTT xuất sắc của các quốc gia trong khu vực.",63.7298321723938,NVIDIA GeForce RTX 3060 Laptop GPU
Thông tin về ông Trương Gia Bình?,"
Ông Trương Gia Bình là một doanh nhân người Việt Nam, đồng sáng lập Tập đoàn FPT, một trong những tập đoàn công nghệ hàng đầu của Việt Nam. Ông là Chủ tịch Hội đồng quản trị của Tập đoàn từ năm 2006 đến năm 2011, sau đó ông trở thành Phó Chủ tịch Hội đồng quản trị.",48.07362937927246,NVIDIA GeForce RTX 3060 Laptop GPU
Tập đoàn FPT được thành lập như thế nào?,"
Tập đoàn Công nghệ FPT (Tập đoàn FPT) được thành lập vào ngày 12 tháng 3 năm 1987.",21.916064500808716,NVIDIA GeForce RTX 3060 Laptop GPU
Ngành học nào phổ biến nhất tại đại học FPT?,"
Tại Đại học FPT, ngành học phổ biến nhất là Công nghệ thông tin.",17.834255933761597,NVIDIA GeForce RTX 3060 Laptop GPU
"Sau khi tốt nghiệp Đại học FPT, sinh viên có thực sự là tìm được việc làm hay không?","
Sau khi tốt nghiệp Đại học FPT, sinh viên thường có thể tìm được việc làm, vì họ đã tích lũy được kinh nghiệm thực tế thông qua các dự án, thực tập và học tập chuyên ngành trong doanh nghiệp. Ngoài ra, họ còn có kiến thức và kinh nghiệm quốc tế thông qua các học phần, hoạt động cộng đồng ngoại ngữ và các học kỳ nước ngoài. Sự đào tạo toàn diện này khiến họ trở nên hấp dẫn đối với nhà tuyển dụng tiềm năng.",71.76478147506714,NVIDIA GeForce RTX 3060 Laptop GPU
Triết lý đào tạo của đại học FPT là gì?,"
Triết lý đào tạo của Đại học FPT là ""Giáo dục đào tạo là tổ chức và quản trị việc học tập cá nhân của sinh viên"", nhấn mạnh sự tập trung vào việc tổ chức và hỗ trợ quá trình tự học của sinh viên.",39.65863633155823,NVIDIA GeForce RTX 3060 Laptop GPU
Học bổng tại đại học FPT được tính như thế nào?,"
Học bổng tại Đại học FPT được tính dựa trên thành tích học tập, tài năng và các yếu tố khác. Dưới đây là bảng phân tích chung về các loại học bổng và tiêu chí:

1. Học bổng Nguyễn Văn Đạo: Dành cho sinh viên hệ đại học chính quy, cấp một lần và cấp trong suốt quá trình đào tạo. Mức 140% là mức cao nhất, ngoài việc miễn học phí, sinh viên còn nhận khoảng 2 triệu đồng sinh hoạt phí hàng tháng.

2. Các loại học bổng khác: Tùy theo chương trình đào tạo hoặc các chương trình khuyến khích tuyển sinh, có thể có các loại học bổng khác như học bổng dựa trên thành tích, học bổng theo khu vực, học bổng dành cho các đối tượng dân tộc thiểu số hoặc đối tượng đặc biệt.

3. Học bổng kết nối doanh nghiệp: Được nhà trường trao tặng cho sinh viên không qua được các môn học, giúp sinh viên có cơ hội tiếp cận và trau dồi nghiệp vụ trong môi trường doanh nghiệp từ khi còn ngồi trên ghế nhà trường. Sinh viên được tham gia vào Học kỳ đào tạo trong doanh nghiệp (OJT) ở học kỳ 6 chuyên ngành tại các doanh nghiệp như FPT Securities, Amazing Tech, v.v...

4. Học bổng học tập tại nước ngoài: Dành cho sinh viên được tham gia các chương trình đào tạo ở nước ngoài theo học bổng của Chính phủ hoặc các nguồn khác.

5. Học bổng nghiên cứu khoa học: Dành cho sinh viên tích cực tham gia nghiên cứu khoa học, có thể cấp một lần hoặc theo từng giai đoạn.

6. Học bổng lãnh đạo: Dành cho sinh viên có thành tích xuất sắc trong công tác đoàn, hội hoặc các hoạt động ngoại khóa khác, có thể cấp một lần hoặc theo từng giai đoạn.

7. Học bổng sáng tạo: Dành cho sinh viên có đề tài, dự án sáng tạo, có thể cấp một lần hoặc theo từng giai đoạn.

8. Học bổng tài năng: Dành cho sinh viên có tài năng đặc biệt trong một lĩnh vực cụ thể, có thể cấp một lần hoặc theo từng giai đoạn.

Mỗi học bổng có các tiêu chí và điều kiện khác nhau, sinh viên có thể truy cập vào trang thông tin điện tử của Đại học FPT để biết thêm thông tin về từng chương trình học bổng.",344.18153977394104,NVIDIA GeForce RTX 3060 Laptop GPU
Ý nghĩa của logo FPT là gì?,"
Logo của Trường Đại học FPT thể hiện các giá trị cốt lõi của thương hiệu FPT, là sáng tạo, sinh lực và chia sẻ cộng đồng. Màu cam tượng trưng cho sự sáng tạo, màu xanh lá cây tượng trưng cho sinh lực và màu xanh dương đậm tượng trưng cho chia sẻ cộng đồng.",49.988882541656494,NVIDIA GeForce RTX 3060 Laptop GPU
Một ngày nên uống bao nhiêu nước?,"
Đối với hầu hết mọi người, việc tiêu thụ khoảng 2-3 lít nước mỗi ngày là đủ. Tuy nhiên, nhu cầu này có thể khác nhau tùy thuộc vào các yếu tố như tuổi tác, cân nặng, mức độ hoạt động và khí hậu.",36.95787763595581,NVIDIA GeForce RTX 3060 Laptop GPU
Cái lược là cái gì?,"
Một lược là một công cụ được sử dụng để gỡ rối hoặc giữ tóc, thường được làm từ kim loại, nhựa hoặc các vật liệu khác. Nó có các răng hoặc sợi được thiết kế để nhẹ nhàng gỡ rối hoặc giữ tóc mà không gây tổn thương. Lược có nhiều kích thước và kiểu dáng khác nhau, chẳng hạn như lược răng khít, lược răng thưa và lược răng chéo, được thiết kế đặc biệt cho các nhiệm vụ cụ thể, chẳng hạn như gỡ rối, tạo kiểu hoặc tạo độ phồng. Lược thường được sử dụng bởi cả nam lẫn nữ và là một công cụ vệ sinh cá nhân thiết yếu",88.88770318031311,NVIDIA GeForce RTX 3060 Laptop GPU
Loại mèo nào đắt nhất thế giới?,"
Tôi không có thông tin về loại mèo đắt nhất thế giới.",15.074443101882935,NVIDIA GeForce RTX 3060 Laptop GPU
Thuyết lượng tử ánh sáng là gì?,"
Tôi xin lỗi vì đã hiểu sai câu hỏi của bạn. Bạn có thể cung cấp thêm ngữ cảnh hoặc làm rõ câu hỏi?",26.35260033607483,NVIDIA GeForce RTX 3060 Laptop GPU
Vụ Nổ Lớn (Big Bang) có thực sự xảy ra?,"
Big Bang là giả thuyết khoa học được chấp nhận rộng rãi, giải thích nguồn gốc và sự phát triển của vũ trụ. Nó dựa trên một lượng lớn bằng chứng quan sát và thí nghiệm, bao gồm bức xạ nền vi sóng vũ trụ và sự phong phú của các nguyên tố nặng. Giả thuyết này đã được hỗ trợ bởi nhiều tổ chức khoa học và cộng đồng nghiên cứu, bao gồm NASA và Hội Vật lý Quốc gia Hoa Kỳ. Do đó, có thể nói rằng Vụ Nổ Lớn thực sự đã xảy ra.",81.0487265586853,NVIDIA GeForce RTX 3060 Laptop GPU
Du hành thời gian có thực sự khả thi?,"
Tôi không có thông tin nào về du hành thời gian, vì nó không được biết là có thể hoặc khả thi.",23.013649225234985,NVIDIA GeForce RTX 3060 Laptop GPU
