query,result,inference_time,device
APICTA Awards là giải thưởng gì?,"
Giải thưởng CNTT Châu Á – Thái Bình Dương (APICTA Awards) là giải thưởng công nhận các ứng dụng, sản phẩm, giải pháp, dịch vụ phần mềm và CNTT xuất sắc của các quốc gia trong khu vực Châu Á – Thái Bình Dương.",50.21452569961548,NVIDIA GeForce RTX 3060 Laptop GPU
Thông tin về ông Trương Gia Bình?,"
Xin lỗi, nhưng thông tin được cung cấp không có chi tiết cụ thể về ông Trương Gia Bình. Ông Trương Gia Bình là Chủ tịch hiện tại của Tập đoàn FPT, nhưng thông tin được cung cấp chỉ đề cập đến các chức danh và nhiệm kỳ trước đó của ông.",46.61308836936951,NVIDIA GeForce RTX 3060 Laptop GPU
Tập đoàn FPT được thành lập như thế nào?,"
Tập đoàn Công nghệ FPT (Tập đoàn FPT) được thành lập vào ngày 13 tháng 6 năm 1987.",22.00134778022766,NVIDIA GeForce RTX 3060 Laptop GPU
Ngành học nào phổ biến nhất tại đại học FPT?,"
Ngành học phổ biến nhất tại Đại học FPT là Công nghệ thông tin.",19.473735332489014,NVIDIA GeForce RTX 3060 Laptop GPU
"Sau khi tốt nghiệp Đại học FPT, sinh viên có thực sự là tìm được việc làm hay không?","
Sau khi tốt nghiệp Đại học FPT, sinh viên có thể sẽ có cơ hội tìm được việc làm, vì họ đã tích lũy được kiến thức và kinh nghiệm thực tế trong lĩnh vực của họ. Chương trình đào tạo toàn diện và cơ hội thực tập trong doanh nghiệp giúp sinh viên có hiểu biết thực tế và phát triển kỹ năng có giá trị trên thị trường lao động. Ngoài ra, các hoạt động ngoại ngữ và chuyên ngành nước ngoài giúp sinh viên có thể có lợi thế cạnh tranh trên thị trường lao động toàn cầu.",81.35332798957825,NVIDIA GeForce RTX 3060 Laptop GPU
Triết lý đào tạo của đại học FPT là gì?,"
Triết lý đào tạo của Đại học FPT là ""đào tạo là tổ chức và quản trị việc tự học của người học."" Họ hướng tới xây dựng mô hình của một trường Đại học thế hệ mới, gắn liền đào tạo với thực tiễn cuộc sống và nhu cầu nhân lực của đất nước, góp phần đưa Giáo dục Việt Nam tiến tới ngang tầm các nước trên thế giới.",59.88242316246033,NVIDIA GeForce RTX 3060 Laptop GPU
Học bổng tại đại học FPT được tính như thế nào?,"
Học bổng tại Đại học FPT được trao dựa trên các tiêu chí sau:

1. Điểm thi tuyển sinh đại học (sử dụng điểm thi THPTQG hoặc các phương thức thi khác);
2. Điểm rèn luyện tốt nghiệp (sử dụng điểm rèn luyện tốt nghiệp hoặc các phương thức khác);
3. Điểm phỏng vấn (đối với sinh viên đăng ký vào các chương trình đào tạo tiên tiến).
4. Điểm phỏng vấn (đối với sinh viên đăng ký vào các chương trình đào tạo quốc tế).
5. Điểm ngoại ngữ (đối với sinh viên quốc tế).
6. Điểm dự án (đối với sinh viên đăng ký vào các chương trình đào tạo tiên tiến).
7. Điểm phỏng vấn (đối với sinh viên đăng ký vào các chương trình đào tạo quốc tế).
8. Kinh nghiệm làm việc (đối với sinh viên đăng ký vào các chương trình sau đại học).
9. Thành tích học tập (sử dụng điểm trung bình chung học tập hoặc các phương thức khác).
10. Thành tích lãnh đạo, đoàn thể (sử dụng các bằng khen, giải thưởng hoặc các phương thức khác).
11. Thành tích nghề nghiệp (sử dụng các bằng khen, giải thưởng hoặc các phương thức khác).
12. Thành tích nghiên cứu (sử dụng các bằng khen, giải thưởng hoặc các phương thức khác).
13. Điểm thi tuyển sinh đại học (sử dụng điểm thi THPTQG hoặc các phương thức thi khác);
14. Điểm rèn luyện tốt nghiệp (sử dụng điểm rèn luyện tốt nghiệp hoặc các phương thức khác);
15. Điểm phỏng vấn (đối với sinh viên đăng ký vào các chương trình đào tạo tiên tiến).
16. Điểm phỏng vấn (đối với sinh viên đăng ký vào các chương trình đào tạo quốc tế).
17. Điểm ngoại ngữ (đối với sinh viên quốc tế).
18. Điểm dự án (đối với sinh viên đăng ký vào các chương trình đào tạo tiên tiến).
19. Điểm phỏng vấn (đối với sinh viên đăng ký vào các chương trình đào tạo quốc tế).
20. Kinh nghiệm làm việc (đối với sinh viên đăng ký vào các chương trình sau đại học).
21. Thành tích học tập (sử dụng điểm trung bình chung học tập hoặc các phương thức khác).
22. Thành tích lãnh đạo, đoàn thể (sử dụng các bằng khen, giải thưởng hoặc các phương thức khác).
23. Thành tích nghề nghiệp (sử dụng các bằng khen, giải thưởng hoặc các phương thức khác).
24. Thành",370.8075997829437,NVIDIA GeForce RTX 3060 Laptop GPU
Ý nghĩa của logo FPT là gì?,"
Logo của Trường Đại học FPT thể hiện những giá trị cốt lõi của thương hiệu FPT, với các màu cam, xanh lá cây và xanh dương đậm. Màu cam tượng trưng cho sự sáng tạo, sinh lực và chia sẻ cộng đồng. Màu xanh lá cây tượng trưng cho sự phát triển bền vững, hài hòa và tính kiên cường. Màu xanh dương tượng trưng cho niềm tin, sự chính trực và chuyên nghiệp.",66.51740288734436,NVIDIA GeForce RTX 3060 Laptop GPU
Một ngày nên uống bao nhiêu nước?,"
Theo Hiệp hội Tim mạch Hoa Kỳ (AHA), người lớn nên uống khoảng 2 đến 3 lít nước mỗi ngày, tùy thuộc vào các yếu tố như tuổi tác, cân nặng, mức độ hoạt động và khí hậu. Điều cần thiết là duy trì sự cung cấp nước đầy đủ để hỗ trợ sức khỏe tổng thể.",46.569863080978394,NVIDIA GeForce RTX 3060 Laptop GPU
Cái lược là cái gì?,"
Lược là một công cụ được sử dụng để giữ và sắp xếp tóc, thường với mục đích tạo kiểu cho nó. Đó là một thiết bị phẳng, hình chữ U thường được làm từ kim loại, nhựa hoặc gỗ, với các móc hoặc răng có thể được điều chỉnh để nắm lấy và giữ tóc. Lược có nhiều kích cỡ, hình dạng và chất liệu khác nhau, và có thể được sử dụng cho nhiều mục đích khác nhau như tạo kiểu, bảo quản và tạo độ bóng mượt cho tóc.",76.14066863059998,NVIDIA GeForce RTX 3060 Laptop GPU
Loại mèo nào đắt nhất thế giới?,"
Tôi không biết câu trả lời.",11.733578443527222,NVIDIA GeForce RTX 3060 Laptop GPU
Thuyết lượng tử ánh sáng là gì?,"
Tôi không biết câu trả lời.",13.503483772277832,NVIDIA GeForce RTX 3060 Laptop GPU
Vụ Nổ Lớn (Big Bang) có thực sự xảy ra?,"
Big Bang là một mô hình khoa học được chấp nhận rộng rãi cho nguồn gốc và sự tiến hóa của vũ trụ. Nó mô tả rằng vũ trụ bắt đầu như một điểm nóng, dày đặc khoảng 13,8 tỷ năm trước đây. Mô hình này dựa trên một số dòng bằng chứng, bao gồm bức xạ nền vi sóng vũ trụ, cấu trúc quy mô lớn của vũ trụ và sự phong phú của các nguyên tố nặng. Vì vậy, có, Vụ Nổ Lớn thực sự đã xảy ra.",74.60406184196472,NVIDIA GeForce RTX 3060 Laptop GPU
Du hành thời gian có thực sự khả thi?,"
Tôi không biết câu trả lời.",13.727728605270386,NVIDIA GeForce RTX 3060 Laptop GPU
Âm nhạc có tác dụng như thế nào đối với con người?,"
Âm nhạc có thể ảnh hưởng đến con người theo nhiều cách khác nhau. Nó có thể gợi lên cảm xúc, truyền tải cảm giác hạnh phúc, buồn bã, phấn khích hoặc bình tĩnh. Âm nhạc cũng có thể giúp cải thiện tâm trạng, tăng cường sự tập trung và tạo điều kiện thư giãn. Ngoài ra, âm nhạc còn có thể truyền cảm hứng sáng tạo, thúc đẩy trí tưởng tượng và đóng vai trò như một phương tiện giao tiếp và biểu đạt.",72.33464193344116,NVIDIA GeForce RTX 3060 Laptop GPU
